[2026-05-10T22:17:21.499Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.884Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:21.887Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.890Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:21.896Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.897Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:21.899Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.899Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:21.909Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.909Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:21.909Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.917Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:21.925Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.925Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:21.931Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.932Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:21.958Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.958Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:21.997Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:21.998Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.101Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.102Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.109Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.110Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.131Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.131Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.176Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.176Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.206Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.206Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.208Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.209Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.211Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.211Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.2 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.219Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.220Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.228Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.228Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=15.0s coverage=100% latency=0ms
[2026-05-10T22:17:22.232Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.233Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.236Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.237Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.238Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.238Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.240Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.240Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.243Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.243Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.250Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.250Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.255Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.256Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.263Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.264Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.266Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.266Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.270Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.270Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.9s coverage=100% latency=0ms
[2026-05-10T22:17:22.273Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.274Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.3 tick_age=14.8s coverage=100% latency=0ms
[2026-05-10T22:17:22.281Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.282Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.4 tick_age=14.8s coverage=100% latency=0ms
[2026-05-10T22:17:22.285Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.286Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.4 tick_age=14.7s coverage=100% latency=0ms
[2026-05-10T22:17:22.288Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.289Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.4 tick_age=14.7s coverage=100% latency=0ms
[2026-05-10T22:17:22.289Z] DEBUG    | regime_detector                | [REGIME] BIOUSDT → MEAN_REVERTING (ADX=19.7 ATR%=0.32)
[2026-05-10T22:17:22.290Z] DEBUG    | regime_debounce                | [REGIME-DB] BIOUSDT candidate MEAN_REVERTING (1/3)
[2026-05-10T22:17:22.290Z] DEBUG    | dynamic_thresholds             | [DTP] score_min=0.480 vol_mult=1.00 fee_tol=0.10 dd=NORMAL(1.00×) tier=NORMAL af=NORMAL
[2026-05-10T22:17:22.292Z] DEBUG    | market_structure               | [MKT-STRUCT] UNKNOWN conf=0.30 tradeable=True | ADX=19.7 BB=1.44 — ambiguous; other gates apply
[2026-05-10T22:17:22.296Z] DEBUG    | regime_ai                      | [REGIME-AI] BIOUSDT → TRENDING conf=0.39 stab=1.00 ticks=23 block=False | ADX=19.7≥17.0 + RSI_slope=12.09
[2026-05-10T22:17:22.300Z] DEBUG    | profit_guard                   | [PROFIT-GUARD] PF=0.461<1 after 28 trades — frequency multiplier=0.7
[2026-05-10T22:17:22.301Z] INFO     | main                           | [SIG] BIOUSDT n=200 regime=MEAN_REVERTING adx=19.7 atr=0.3170% conf=0.273 consec_loss=0
[2026-05-10T22:17:22.302Z] DEBUG    | main                           | [SIG] BIOUSDT strategy=MeanReversion → NONE (no crossover / conditions unmet)
[2026-05-10T22:17:22.304Z] DEBUG    | main                           | [SIG] BIOUSDT alpha → NONE (RR/score below threshold)
[2026-05-10T22:17:22.304Z] INFO     | main                           | [CT-SCAN] ⚡ PAPER_SPEED BIOUSDT: RSI filter blocked (rsi=69.2 above_sma=False regime=MEAN_REVERTING)
[2026-05-10T22:17:22.312Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.313Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.4 tick_age=14.7s coverage=100% latency=0ms
[2026-05-10T22:17:22.318Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.318Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.4 tick_age=14.7s coverage=100% latency=0ms
[2026-05-10T22:17:22.319Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.320Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.4 tick_age=14.7s coverage=100% latency=0ms
[2026-05-10T22:17:22.322Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.325Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.5 tick_age=14.7s coverage=100% latency=0ms
[2026-05-10T22:17:22.332Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.333Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.5 tick_age=14.6s coverage=100% latency=0ms
[2026-05-10T22:17:22.334Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.335Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.5 tick_age=14.6s coverage=100% latency=0ms
[2026-05-10T22:17:22.340Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.341Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.5 tick_age=14.5s coverage=100% latency=0ms
[2026-05-10T22:17:22.342Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.343Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.5 tick_age=14.5s coverage=100% latency=0ms
[2026-05-10T22:17:22.350Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.350Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.5 tick_age=14.5s coverage=100% latency=0ms
[2026-05-10T22:17:22.358Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.358Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.6 tick_age=14.5s coverage=100% latency=0ms
[2026-05-10T22:17:22.359Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.360Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.6 tick_age=14.5s coverage=100% latency=0ms
[2026-05-10T22:17:22.363Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-10T22:17:22.364Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=91.6 tick_age=14.5s coverage=100% latency=0ms
